,course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills
98,HRCI Human Resource Associate,HRCI,Professional Certificate,3 - 6 Months,4.8,220,Beginner,https://www.coursera.org/professional-certificates/hrci-human-resource-associate,"12,994","['Business Continuity', 'Employee Engagement', 'Performance Management', 'Employee Relations', 'Employee Onboarding', 'Job Analysis', 'Recruitment', 'interviewing', 'Learning Delivery Methods', 'Effective Training', 'Training Needs', 'Learning Models', 'Legal Compliance', 'Compliance Implementation', 'Compliance strategy', 'Safety Compliance', 'Risk Management', 'Benefit types', 'Pay systems', 'Total rewards', 'Compensation strategy']"
972,HTML and CSS in depth,Meta,Course,1 - 4 Weeks,4.7,1.1k,Beginner,https://www.coursera.org/learn/html-and-css-in-depth,"70,330","['HTML and CSS', 'Web Development']"
175,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,Course,1 - 3 Months,4.7,15.8k,Mixed,https://www.coursera.org/learn/html-css-javascript-for-web-developers,"1,013,680",[]
937,Hands-on Internet of Things,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.7,173,Intermediate,https://www.coursera.org/specializations/uiuc-iot,"6,048","['Internet', 'Internet Of Things (IOT)', 'Wireless', 'Front And Back Ends', 'Internet', 'Internet Of Things (IOT)', 'Wireless', 'Front And Back Ends', 'Internet', 'Internet Of Things (IOT)', 'Wireless', 'Front And Back Ends', 'Internet', 'Internet Of Things (IOT)', 'Front And Back Ends', 'Service Discovery']"
711,Hands-on Introduction to Linux Commands and Shell Scripting,IBM,Course,1 - 4 Weeks,4.7,888,Beginner,https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting,"67,560",[]
574,Harnessing the Power of Data with Power BI,Microsoft,Course,1 - 4 Weeks,4.5,119,Beginner,https://www.coursera.org/learn/harnessing-the-power-of-data-with-power-bi,"9,917","['Data Analysis', 'power bi', 'Data-driven decisions']"
747,Healing with the Arts,University of Florida,Course,1 - 3 Months,4.6,858,Mixed,https://www.coursera.org/learn/healing-with-the-arts,"91,479","['Music', 'Art', 'Meditation', 'Visual Arts']"
931,Health Behavior Change: From Evidence to Action,Yale University,Course,1 - 3 Months,4.8,346,Beginner,https://www.coursera.org/learn/health-behavior-change,"38,690",[]
466,Health Informatics,Johns Hopkins University,Specialization,3 - 6 Months,4.4,739,Beginner,https://www.coursera.org/specializations/health-informatics,"24,940","['Knowledge Acquisition', 'Decision Tree', 'Decision-Making', 'Decision Support System', 'Health Informatics', 'Data Science', 'Database (DBMS)', 'Data Analysis', 'Health Informatics', 'data querying', 'Digital Health', 'Information Technology Planning', 'Health Informatics', 'Strategic Leadership', 'Health Care', 'health', 'Digital Health', 'Health Informatics', 'Decision Analysis', 'Informatics']"
458,Healthcare IT Support,Johns Hopkins University,Specialization,3 - 6 Months,4.7,936,Beginner,https://www.coursera.org/specializations/healthcare-it,"14,666",[]
686,Healthcare Law,University of Pennsylvania,Specialization,3 - 6 Months,4.7,401,Intermediate,https://www.coursera.org/specializations/healthcare-law,"7,021","['Healthcare Management', 'Health Policy Analysis', 'Health Insurance', 'Affordable Care Act', 'Permanent Placement', 'Unfair Labor Practices', 'Legal Liability', 'Budget Estimation', 'organizational strategy', 'Health system analysis', 'World Health Organization analysis', 'Organizational Behavior']"
766,Healthcare Organization Operations,Rutgers the State University of New Jersey,Specialization,3 - 6 Months,4.6,561,Beginner,https://www.coursera.org/specializations/healthcare-organization-operations,"14,959","['Leadership and Management', 'Organizational Development', 'Strategy and Operations', 'Communication', 'Operations Management', 'Business Communication', 'Business Analysis', 'People Analysis', 'Data Analysis', 'Entrepreneurship', 'Probability & Statistics', 'Spreadsheet Software', 'Pharmacy Healthcare Organization Operations', 'Public Health and Wellness Healthcare Organization Operations', 'Medical Healthcare Organization Operations', 'Healthcare Administration', 'Dental Healthcare Organization Operations', 'Pharmacy Healthcare Organization Operations', 'Public Health and Wellness Healthcare Organization Operations', 'Medical Healthcare Organization Operations', 'Healthcare Administration', 'Dental Healthcare Organization Operations', 'Pharmacy Healthcare Organization Operations', 'Public Health and Wellness Healthcare Organization Operations', 'Medical Healthcare Organization Operations', 'Healthcare Administration', 'Dental Healthcare Organization Operations', 'Pharmacy Healthcare Organization Operations', 'Public Health and Wellness Healthcare Organization Operations', 'Medical Healthcare Organization Operations', 'Healthcare Administration', 'Dental Healthcare Organization Operations']"
609,Healthy and Sustainable Foods and Products,University of Michigan,Specialization,3 - 6 Months,3.9,21,Intermediate,https://www.coursera.org/specializations/healthy-sustainable-foods-products,"1,639","['Problem Solving', 'Performance', 'disease', 'Flow Network', 'Environmental Impact Assessment', 'Sustainability', 'Environmental Health', 'Diets', '""Sustainability', 'Life Cycle Assessments ""', 'Product Lifecycle', 'environment', 'Motivation', 'Performance', 'disease', 'Flow Network']"
835,Home-Based Child Care,The State University of New York,Specialization,3 - 6 Months,4.7,37,Beginner,https://www.coursera.org/specializations/home-based-child-care,,"['Child Care', 'Business Accumen', 'Creativity', 'Planning & Instructing', 'Creativity', 'Child Care', 'Decision-Making', 'Communication', 'Planning & Instruction', 'Hiring', 'safety', 'Mental Health', 'Emergency Management', 'Nutrition']"
917,Hot Topics in Criminal Justice,Vanderbilt University,Course,1 - 3 Months,4.6,156,Beginner,https://www.coursera.org/learn/hot-topics-criminal-justice,"19,982",[]
616,"Hotel Management: Distribution, Revenue and Demand Management",ESSEC Business School,Specialization,3 - 6 Months,4.6,2k,Beginner,https://www.coursera.org/specializations/hotel-management,"25,754","['Hospitality Management', 'Revenue Management', 'Hospitality Management Studies', 'Hotel Management', 'Pricing', 'Revenue Management', 'Forecasting', 'Segmentation Analysis', 'Revenue Management', 'Forecasting', 'Demand Management', 'Asset Management']"
823,How Things Work: An Introduction to Physics,University of Virginia,Course,1 - 3 Months,4.8,2.8k,Intermediate,https://www.coursera.org/learn/how-things-work,"253,636",[]
573,How to Play Guitar,Berklee,Specialization,3 - 6 Months,4.8,2.5k,Beginner,https://www.coursera.org/specializations/play-guitar,"31,587","['Music', 'Guitar scales', 'guitar performance', 'Guitar chords', 'Guitar', 'Tablature', 'Music notation', 'Guitar scales', 'Guitar chords', 'Guitar', 'Tablature', 'Music notation', 'Guitar scales', 'Guitar chords', 'Guitar', 'playing guitar', 'Music', 'Music notation', 'Guitar chords', 'Guitar', 'Music', 'Ear Training', 'Performance Techniques', 'Guitar chords', 'Guitar']"
930,How to Start Your Own Business,Michigan State University,Specialization,3 - 6 Months,4.5,1k,Beginner,https://www.coursera.org/specializations/start-your-own-business,"37,241","['Leadership', 'Lean Startup', 'Plan', 'Entrepreneurship']"
802,Human Anatomy and Medical Terminology Fundamentals,MedCerts,Specialization,3 - 6 Months,4.7,24,Beginner,https://www.coursera.org/specializations/human-anatomy-medical-terminology-fundamentals,,"['Medical language', 'Medical Terminology', 'Knowledge of Major Diseases', 'human anatomy', 'Medical language', 'Medical Terminology', 'Knowledge of Major Diseases', 'human anatomy', 'Medical language', 'Medical Terminology', 'Knowledge of Major Diseases', 'human anatomy', 'Medical language', 'Medical Terminology', 'Knowledge of Major Diseases', 'human anatomy', 'Medical language', 'Medical Terminology', 'Knowledge of Major Diseases', 'human anatomy', 'Medical language', 'Medical Terminology', 'Knowledge of Major Diseases', 'human anatomy']"
192,Human Resource Management: HR for People Managers,University of Minnesota,Specialization,3 - 6 Months,4.8,13.7k,Beginner,https://www.coursera.org/specializations/human-resource-management,"173,294","['Performance Management', 'interviewing', 'Human Resources (HR)', 'Onboarding', 'managing people', 'Performance Appraisal', 'Human Resources (HR)', 'Performance Management', 'Organizational Culture', 'Human Resources (HR)', 'Incentive', 'Compensation And Benefits', 'Human Resources (HR)', 'Compensation Analysis', 'Performance Management', 'Human Resources (HR)', 'Resource Management', 'Hr Strategy', 'Onboarding', 'Recruiting', 'Human Resources (HR)', 'Recruitment']"
330,Human Resources Analytics,"University of California, Irvine",Course,1 - 4 Weeks,4.6,1.3k,Mixed,https://www.coursera.org/learn/human-resources-analytics,"80,402","['Data Analysis', 'HR Lifecycle', 'Strategic Mindset', 'Human Resources Best Practices']"
578,IA generativa en el aula,Universidad Nacional Autónoma de México,Course,1 - 4 Weeks,,,Beginner,https://www.coursera.org/learn/iagenerativa,,[]
15,IBM & Darden Digital Strategy,University of Virginia Darden School Foundation,Specialization,3 - 6 Months,4.7,29k,Beginner,https://www.coursera.org/specializations/digital-strategy,"4,200","['Data-Informed Decision-Making', 'Technology Strategy', 'Business Transformation', 'Digital Strategy', 'Business Solutions', 'Data Science', 'Spreadsheet', 'Microsoft Excel', 'Data Analysis', 'Data Visualization (DataViz)', 'Business Transformation', 'Cloud Platforms', 'Digital Strategy', 'Data Integrity', 'Data Science', 'Deep Learning', 'Artificial Intelligence (AI)', 'Jobs', 'Machine Learning', 'Cloud Native', 'Devops', 'Iaas PaaS Saas', 'Hybrid Multicloud', 'Cloud Computing', 'strategy', 'Swot Analysis', 'Value Proposition', 'Competitiveness']"
51,IBM AI Engineering,IBM,Professional Certificate,3 - 6 Months,4.6,17.2k,Intermediate,https://www.coursera.org/professional-certificates/ai-engineer,"38,022","['Deep Learning', 'Artificial Neural Network', 'Artificial Intelligence (AI)', 'Machine Learning', 'keras', 'SciPy and scikit-learn', 'Machine Learning', 'regression', 'classification', 'Hierarchical Clustering', 'Deep Learning', 'Opencv', 'Artificial Intelligence (AI)', 'Image Processing', 'Computer Vision']"
20,IBM AI Foundations for Business,IBM,Specialization,1 - 3 Months,4.7,76.5k,Beginner,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,"12,727","['Data Science', 'Artificial Intelligence (AI)', 'Information Technology (IT) Architecture', 'Data Architecture', 'Leadership', 'Data Science', 'Deep Learning', 'Artificial Intelligence (AI)', 'Jobs', 'Machine Learning', 'Data Science', 'Deep Learning', 'Machine Learning', 'Big Data', 'Data Mining', 'Artificial Intelligence (AI)', 'Management', 'Analytics', 'Innovation', 'Leadership']"
23,IBM Applied AI,IBM,Professional Certificate,3 - 6 Months,4.6,46.5k,Beginner,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai,"30,132","['Artificial Intelligence (AI)', 'Web Application', 'Python Programming', 'Application development', 'Flask', 'Artifical Intelligence', 'Machine Learning', 'Python Programming', 'Watson AI', 'Chatbot', 'Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Numpy', 'Deep Learning', 'Application Programming Interfaces (API)', 'Artificial Intelligence (AI)', 'Machine Learning', 'watson', 'Data Science', 'Deep Learning', 'Artificial Intelligence (AI)', 'Jobs', 'Machine Learning']"
55,IBM Applied DevOps Engineering,IBM,Professional Certificate,3 - 6 Months,4.7,3.8k,Intermediate,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering,,"['Test Case', 'Software Testing', 'Behavior-Driven Development', 'Automated Testing', 'Test-Driven Development', 'Kubernetes', 'Docker', 'Cloud Native', 'Containers', 'Openshift', 'Kubernetes', 'Devops', 'CI/CD', 'Microservices', 'Cloud Computing', 'Continuous Integration', 'CI/CD', 'Continuous Development', 'Automation', 'Infrastructure As Code', 'Open Web Application Security Project (OWASP)', 'Observability', 'security', 'Monitoring', 'logging', 'serverless', 'Microservices', 'Representational State Transfer (REST)', 'Openshift', 'Cloud Applications', 'Cloud Native', 'Devops', 'CI/CD', 'agile', 'TDD/BDD', 'Telemetry', 'Observability', 'Tracing', 'Monitoring', 'logging', 'Agile Software Development', 'Scrum Methodology', 'Zenhub', 'Kanban', 'Sprint Planning']"
22,IBM Back-End Development,IBM,Professional Certificate,3 - 6 Months,4.6,36.2k,Beginner,https://www.coursera.org/professional-certificates/ibm-backend-development,,"['Artificial Intelligence (AI)', 'Web Application', 'Python Programming', 'Application development', 'Flask', 'Linux', 'Bash (Unix Shell)', 'Extract Transform and Load (ETL)', 'Linux Commands', 'Shell Script', 'Docker', 'Mongodb', 'Flask', 'Representational State Transfer (REST)', 'Django (Web Framework)', 'Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Numpy', 'Kubernetes', 'Docker', 'Cloud Native', 'Containers', 'Openshift', 'Relational Database (RDBMS)', 'Object Relational Mapping (ORM)', 'SQL', 'Django (Web Framework)', 'Back-End Applications', 'Open Web Application Security Project (OWASP)', 'Observability', 'security', 'Monitoring', 'logging', 'open source', 'Cloning and forking', 'Github', 'Git (Software)', 'Distributed Version Control Systems (DVCS)', 'serverless', 'Microservices', 'Representational State Transfer (REST)', 'Openshift', 'Cloud Applications', 'Software Architecture', 'Python Programming', 'Software Development Lifecycle (SDLC)', 'Software Engineering', 'Agile and Scrum', 'Telemetry', 'Observability', 'Tracing', 'Monitoring', 'logging']"
40,IBM Cybersecurity Analyst,IBM,Professional Certificate,3 - 6 Months,4.6,21.5k,Beginner,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst,"167,504","['security analyst', 'Cybersecurity', 'cyber attack', 'Computer Security Incident Management', 'Breach (Security Exploit)', 'Information Security (INFOSEC)', 'IBM New Collar', 'Malware', 'Cybersecurity', 'Cyber Attacks', 'scripting', 'forensics', 'Penetration Test', 'Cybersecurity', 'Computer Security Incident Management', 'database vulnerabilities', 'Network Security', 'Sql Injection', 'Cybersecurity', 'networking basics', 'Computer Security Incident Management', 'professional certificate', 'cybersecurity analyst', 'Application Security', 'threat intelligence', 'network defensive tactics', 'security analyst', 'Cybersecurity']"
7,IBM Data Analyst,IBM,Professional Certificate,3 - 6 Months,4.6,70.4k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst,"169,855","['Data Analysis', 'Python Programming', 'Data Visualization', 'Data Management', 'Statistical Programming', 'Data Analysis Software', 'Data Structures', 'Business Analysis', 'Databases', 'Probability & Statistics', 'SQL', 'General Statistics', 'Predictive Modelling', 'Python Programming', 'Data Analysis', 'Data Visualization (DataViz)', 'Model Selection', 'Data Science', 'Spreadsheet', 'Microsoft Excel', 'Data Analysis', 'Data Visualization (DataViz)', 'Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Numpy', 'Microsoft Excel', 'Data Analysis', 'Data Visualization (DataViz)', 'IBM Cognos Analytics', 'Dashboard', 'Dashboards and Charts', 'dash', 'Python Programming', 'Matplotlib', 'Data Visualization (DataViz)', 'Python Programming', 'Data Analysis', 'SQL and RDBMS', 'Data Visualization (DataViz)', 'Dashboard', 'Cloud Databases', 'Python Programming', 'Jupyter notebooks', 'Relational Database Management System (RDBMS)', 'SQL', 'Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Jupyter notebooks', 'Data Science', 'Spreadsheet', 'Microsoft Excel', 'Data Analysis', 'Pivot Table']"
16,IBM Data Analytics with Excel and R,IBM,Professional Certificate,3 - 6 Months,4.7,19.4k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,"18,298","['Data Analysis', 'Data Management', 'Data Visualization', 'Statistical Programming', 'Data Analysis Software', 'Databases', 'Data Structures', 'SQL', 'Business Analysis', 'General Statistics', 'Spreadsheet Software', 'Data Visualization Software', 'Data Science', 'R Programming', 'Data Visualization (DataViz)', 'Linear Regression', 'Exploratory Data Analysis', 'Data Science', 'Spreadsheet', 'Microsoft Excel', 'Data Analysis', 'Data Visualization (DataViz)', 'Data Science', 'R Programming', 'Microsoft Excel', 'Data Analysis', 'Data Visualization (DataViz)', 'IBM Cognos Analytics', 'Dashboard', 'Data Science', 'Statistical Analysis', 'R Programming', 'Data Analysis', 'Data Visualization (DataViz)', 'Data Science', 'Data Analysis', 'Data Visualization (DataViz)', 'R Programming', 'Data Science', 'Select (Sql)', 'Relational Databases (RDBMS)', 'R Programming', 'Data Analysis', 'Data Science', 'Spreadsheet', 'Microsoft Excel', 'Data Analysis', 'Pivot Table']"
14,IBM Data Engineering,IBM,Professional Certificate,3 - 6 Months,4.6,45.6k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-engineer,"6,730","['Data Management', 'Databases', 'SQL', 'Big Data', 'Data Structures', 'Data Analysis', 'Python Programming', 'Distributed Computing Architecture', 'Cloud Computing', 'Data Visualization', 'Programming Principles', 'Leadership and Management', 'Linux', 'Bash (Unix Shell)', 'Extract Transform and Load (ETL)', 'Linux Commands', 'Shell Script', 'Mongodb', 'NoSQL', 'Cloud Database', 'Cloudant', 'Cassandra', 'Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Numpy', 'Machine Learning', 'SparkML', 'Data Engineer', 'Apache Spark', 'Machine Learning Pipelines', 'Relational Databases', 'Python Programming', 'NoSQL', 'Data Pipelines', 'SQL', 'Information Engineering', 'Python Programming', 'Extract Transform and Load (ETL)', 'Data Engineer', 'Web Scraping', 'Apache Airflow', 'Apache Kafka', 'Data Pipelines', 'Extract Transform and Load (ETL)', 'Data Engineer', 'Apache Hadoop', 'SparkSQL', 'SparkML', 'Big Data', 'Apache Spark', 'Cloud Databases', 'Python Programming', 'Jupyter notebooks', 'Relational Database Management System (RDBMS)', 'SQL', 'Database (DBMS)', 'Database Servers', 'Relational Database', 'Database Security', 'database administration', 'Data Science', 'Information Engineering', 'Database (DBMS)', 'NoSQL', 'SQL', 'Database (DB) Design', 'Database Architecture', 'Postgresql', 'MySQL', 'Relational Database Management System (RDBMS)', 'Data Warehousing', 'Cube and Rollup', 'Business Intelligence (BI)', 'Star and Snowflake Schema', 'cognos analytics']"
4,IBM Data Science,IBM,Professional Certificate,3 - 6 Months,4.6,117.5k,Beginner,https://www.coursera.org/professional-certificates/ibm-data-science,"235,221","['Data Science', 'Methodology', 'Deep Learning', 'Machine Learning', 'Github', 'Python Programming', 'Big Data', 'Jupyter notebooks', 'Data Mining', 'Rstudio', 'SQL', 'Predictive Modelling', 'Python Programming', 'Data Analysis', 'Data Visualization (DataViz)', 'Model Selection', 'Data Science', 'Github', 'Python Programming', 'Jupyter notebooks', 'Rstudio', 'Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Numpy', 'Dashboards and Charts', 'dash', 'Python Programming', 'Matplotlib', 'Data Visualization (DataViz)', 'Methodology', 'Github', 'Jupyter Notebook', 'Data Science Methodology', 'K-Means Clustering', 'Cloud Databases', 'Python Programming', 'Jupyter notebooks', 'Relational Database Management System (RDBMS)', 'SQL', 'SciPy and scikit-learn', 'Machine Learning', 'regression', 'classification', 'Hierarchical Clustering', 'Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Jupyter notebooks', 'Data Science', 'Deep Learning', 'Machine Learning', 'Big Data', 'Data Mining', 'Data Science', 'Methodology', 'CRISP-DM', 'Data Analysis', 'Data Mining']"
39,IBM Data Warehouse Engineer,IBM,Professional Certificate,3 - 6 Months,4.7,3.5k,Beginner,https://www.coursera.org/professional-certificates/data-warehouse-engineering,"3,867","['Linux', 'Bash (Unix Shell)', 'Extract Transform and Load (ETL)', 'Linux Commands', 'Shell Script', 'Apache Airflow', 'Apache Kafka', 'Data Pipelines', 'Extract Transform and Load (ETL)', 'Data Engineer', 'OLTP Databases', 'Data Warehousing', 'Relational Database', 'Extraction, Transformation And Loading (ETL)', 'Data Pipelines', 'Database (DBMS)', 'Database Servers', 'Relational Database', 'Database Security', 'database administration', 'Data Science', 'Information Engineering', 'Database (DBMS)', 'NoSQL', 'SQL', 'Database (DB) Design', 'Database Architecture', 'Postgresql', 'MySQL', 'Relational Database Management System (RDBMS)', 'Data Warehousing', 'Cube and Rollup', 'Business Intelligence (BI)', 'Star and Snowflake Schema', 'cognos analytics', 'Create, Read, Update And Delete', 'Data Analysis', 'MySQL', 'Relational Database Management System (RDBMS)', 'SQL']"
13,IBM DevOps and Software Engineering,IBM,Professional Certificate,3 - 6 Months,4.6,42.5k,Beginner,https://www.coursera.org/professional-certificates/devops-and-software-engineering,"2,713","['Artificial Intelligence (AI)', 'Web Application', 'Python Programming', 'Application development', 'Flask', 'Linux', 'Bash (Unix Shell)', 'Extract Transform and Load (ETL)', 'Linux Commands', 'Shell Script', 'Test Case', 'Software Testing', 'Behavior-Driven Development', 'Automated Testing', 'Test-Driven Development', 'Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Numpy', 'Kubernetes', 'Docker', 'Cloud Native', 'Containers', 'Openshift', 'Kubernetes', 'Devops', 'CI/CD', 'Microservices', 'Cloud Computing', 'Continuous Integration', 'CI/CD', 'Continuous Development', 'Automation', 'Infrastructure As Code', 'Open Web Application Security Project (OWASP)', 'Observability', 'security', 'Monitoring', 'logging', 'open source', 'Cloning and forking', 'Github', 'Git (Software)', 'Distributed Version Control Systems (DVCS)', 'serverless', 'Microservices', 'Representational State Transfer (REST)', 'Openshift', 'Cloud Applications', 'Software Architecture', 'Python Programming', 'Software Development Lifecycle (SDLC)', 'Software Engineering', 'Agile and Scrum', 'Cloud Native', 'Devops', 'CI/CD', 'agile', 'TDD/BDD', 'Cloud Native', 'Devops', 'Iaas PaaS Saas', 'Hybrid Multicloud', 'Cloud Computing', 'Agile Software Development', 'Scrum Methodology', 'Zenhub', 'Kanban', 'Sprint Planning']"
37,IBM Front-End Developer,IBM,Professional Certificate,3 - 6 Months,4.5,2.8k,Beginner,https://www.coursera.org/professional-certificates/ibm-frontend-developer,"5,172","['Web Development', 'User Interface', 'React (Web Framework)', 'Front-end Development', 'JavaScript', 'Devops', 'NoSQL', 'Git (Software)', 'Cloud Infrastructure', 'Json', 'Web Development', 'Cascading Style Sheets (CSS)', 'HTML', 'Git (Software)', 'JavaScript', 'Website Wireframe', 'Progressive Web Development', 'Figma', 'User Experience (UX)', 'User Interface design (UI Design)', 'Web Development', 'React (Web Framework)', 'Front-end design', 'Front-end Development', 'Software Development', 'Debugging', 'Webpack', 'Wordpress', 'javascript library', 'Search Engine Optimization (SEO)', 'open source', 'Cloning and forking', 'Github', 'Git (Software)', 'Distributed Version Control Systems (DVCS)', 'Software Architecture', 'Python Programming', 'Software Development Lifecycle (SDLC)', 'Software Engineering', 'Agile and Scrum']"
10,IBM Full Stack Software Developer,IBM,Professional Certificate,3 - 6 Months,4.6,40.5k,Beginner,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,"54,872","['Artificial Intelligence (AI)', 'Web Application', 'Python Programming', 'Application development', 'Flask', 'Web Development', 'User Interface', 'React (Web Framework)', 'Front-end Development', 'JavaScript', 'Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Numpy', 'Web Development', 'Cascading Style Sheets (CSS)', 'HTML', 'Git (Software)', 'JavaScript', 'Kubernetes', 'Docker', 'Cloud Native', 'Containers', 'Openshift', 'Relational Database (RDBMS)', 'Object Relational Mapping (ORM)', 'SQL', 'Django (Web Framework)', 'Back-End Applications', 'open source', 'Cloning and forking', 'Github', 'Git (Software)', 'Distributed Version Control Systems (DVCS)', 'serverless', 'Microservices', 'Representational State Transfer (REST)', 'Openshift', 'Cloud Applications', 'Web Development', 'back-end development', 'Server-side JavaScript', 'express', 'Computer Science', 'Full Stack Development', 'Web Application', 'Node.Js', 'JavaScript', 'Django (Web Framework)', 'Cloud Native', 'Devops', 'Iaas PaaS Saas', 'Hybrid Multicloud', 'Cloud Computing']"
38,IBM IT Project Manager,SkillUp EdTech,Professional Certificate,3 - 6 Months,4.8,2.2k,Beginner,https://www.coursera.org/professional-certificates/ibm-it-project-manager,"8,231","['Project Management', 'Communication', 'Leadership', 'Stakeholder Management', 'Project Management', 'Risk Management', 'Systems Development Life Cycle', 'Information sharing', 'Project Management', 'Project Planning', 'Project initiation', 'Information Technology', 'Operating Systems', 'security', 'Cloud Computing', 'Project Management', 'Agile Management', 'Risk Management', 'Scrum (Software Development)', 'Leadership', 'Project Management', 'Scrum Master', 'User Story', 'Product Backlog', 'Sprints', 'Kanban', 'Software Architecture', 'Python Programming', 'Software Development Lifecycle (SDLC)', 'Software Engineering', 'Agile and Scrum', 'Project Planning', 'Career Development', 'Scrum Master', 'Agile PM', 'Project Management', 'Agile Software Development', 'Scrum Methodology', 'Zenhub', 'Kanban', 'Sprint Planning']"
45,IBM IT Scrum Master,SkillUp EdTech,Professional Certificate,3 - 6 Months,4.8,3.6k,Beginner,https://www.coursera.org/professional-certificates/ibm-it-scrum-master,"1,717","['Information Technology', 'Operating Systems', 'security', 'Cloud Computing', 'Project Management', 'Scrum Master', 'Agile Management', 'Scrum (Software Development)', 'Servant Leadership', 'Kanban', 'Scrum Master', 'Scrum Alliance', 'CSM', 'Certification', 'agile', 'Scrum Master', 'User Story', 'Product Roadmap', 'Sprint backlog', 'Kanban Board', 'Scrum Master', 'User Story', 'Product Backlog', 'Sprints', 'Kanban', 'Software Architecture', 'Python Programming', 'Software Development Lifecycle (SDLC)', 'Software Engineering', 'Agile and Scrum', 'Cloud Native', 'Devops', 'CI/CD', 'agile', 'TDD/BDD', 'Agile Software Development', 'Scrum Methodology', 'Zenhub', 'Kanban', 'Sprint Planning']"
31,IBM IT Support,IBM,Professional Certificate,3 - 6 Months,4.7,6.3k,Beginner,https://www.coursera.org/professional-certificates/ibm-technical-support,"24,482","['Cloud Computing', 'Computer Networking', 'Computer Architecture', 'Strategy and Operations', 'Security Engineering', 'Software As A Service', 'Operating Systems', 'Network Architecture', 'Network Security', 'Software Engineering', 'Computer Programming', 'Databases', 'Operating Systems', 'IT Fundamentals', 'Technical Support', 'Troubleshooting', 'hardware', 'Cloud Storage', 'Network Troubleshooting', 'Network Architecture', 'Networking Hardware', 'Wireless Networks', 'Information Security (INFOSEC)', 'Cyberattacks', 'Application Security', 'Cryptography', 'Cybersecurity', 'Customer Service', 'IT Fundamentals', 'Technical Support', 'Cloud', 'Troubleshooting', 'Customer Service', 'Ticketing Systems', 'Technical Support', 'Service Level Agreements (SLA)', 'Information Technology (IT) Support', 'Software Development Process', 'Database basics', 'IT Fundamentals', 'Software Application Development', 'Computer Programming', 'Cloud Native', 'Devops', 'Iaas PaaS Saas', 'Hybrid Multicloud', 'Cloud Computing']"
93,IBM Introduction to Machine Learning,IBM,Specialization,3 - 6 Months,4.6,1.8k,Intermediate,https://www.coursera.org/specializations/ibm-intro-machine-learning,"7,368","['Machine Learning', 'Machine Learning Algorithms', 'Algorithms', 'Probability & Statistics', 'Data Analysis', 'Regression', 'General Statistics', 'Artificial Intelligence (AI)', 'Machine Learning', 'Feature Engineering', 'Statistical Hypothesis Testing', 'Exploratory Data Analysis', 'Regression Analysis', 'Supervised Learning', 'Linear Regression', 'Ridge Regression', 'Machine Learning (ML) Algorithms', 'Decision Tree', 'Ensemble Learning', 'Classification Algorithms', 'Supervised Learning', 'Machine Learning (ML) Algorithms', 'Dimensionality Reduction', 'Unsupervised Learning', 'Cluster Analysis', 'K Means Clustering', 'Principal Component Analysis (PCA)']"
85,IBM Machine Learning,IBM,Professional Certificate,3 - 6 Months,4.6,1.9k,Intermediate,https://www.coursera.org/professional-certificates/ibm-machine-learning,"21,397","['Machine Learning', 'Machine Learning Algorithms', 'Data Analysis', 'Algorithms', 'Probability & Statistics', 'Deep Learning', 'Regression', 'General Statistics', 'Artificial Neural Networks', 'Dimensionality Reduction', 'Unsupervised Learning', 'Cluster Analysis', 'K Means Clustering', 'Principal Component Analysis (PCA)', 'Decision Tree', 'Ensemble Learning', 'Classification Algorithms', 'Supervised Learning', 'Machine Learning (ML) Algorithms', 'Artificial Neural Network', 'Python Programming', 'Data Analysis', 'Supervised Learning', 'unsupervised machine learning', 'Deep Learning', 'Artificial Neural Network', 'Machine Learning', 'Reinforcement Learning', 'keras', 'Regression Analysis', 'Supervised Learning', 'Linear Regression', 'Ridge Regression', 'Machine Learning (ML) Algorithms', 'Artificial Intelligence (AI)', 'Machine Learning', 'Feature Engineering', 'Statistical Hypothesis Testing', 'Exploratory Data Analysis']"
