,course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills
761,"Python, Bash and SQL Essentials for Data Engineering",Duke University,Specialization,3 - 6 Months,4.5,286,Beginner,https://www.coursera.org/specializations/python-bash-sql-data-engineering-duke,"12,323","['Computer Programming', 'Computer Programming Tools', 'Python Programming', 'Programming Principles', 'Data Management', 'Data Structures', 'Databases', 'Amazon Web Services', 'Data Analysis', 'SQL', 'DevOps', 'Machine Learning', 'Vim', 'Python Programming', 'Pandas', 'Visual Studio Code', 'Data Structure', 'Bash (Unix Shell)', 'Database (DBMS)', 'Data Management', 'Linux', 'Database (DBMS)', 'Python Programming', 'Web Scraping', 'MySQL', 'SQL', 'Web Application', 'Python Programming', 'Jupyter notebooks', 'Cloud-Hosted Notebooks', 'Command-Line Interface']"
896,Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,Course,1 - 3 Months,4.8,654,Beginner,https://www.coursera.org/learn/queeringidentities,"27,116",[]
910,React Basics,Meta,Course,1 - 4 Weeks,4.7,1.3k,Beginner,https://www.coursera.org/learn/react-basics,"84,227",['Web Development']
345,Real-World Product Management,Advancing Women in Tech,Specialization,3 - 6 Months,4.5,785,Beginner,https://www.coursera.org/specializations/real-world-product-management,"18,755","['Go-to-market Strategy', 'Product/Market Fit', 'Tech Leadership', 'B2B Sales', 'Product Management', 'Monetization Strategy', 'A/B/n testing', 'Customer Retention', 'KPIs OKRs North Stars', 'OODA Loops', 'Lead Designers', 'Lead Engineers', 'Technical PM Interview', 'Technical Literacy', 'AI/ML', 'Estimation Interview', 'Data Analysis Interview', 'Strategy Interview', 'Behavioral Interview', 'Product Design Interview']"
313,Reducing Gun Violence in America: Evidence for Change,Johns Hopkins University,Course,1 - 3 Months,4.7,257,Beginner,https://www.coursera.org/learn/gun-violence,"10,777","['Gun Violence Epidemiology', 'Community Change', 'Public Health Interventions', 'American Law & Policy']"
885,Regression Analysis: Simplify Complex Data Relationships,Google,Course,1 - 3 Months,4.7,163,Advanced,https://www.coursera.org/learn/regression-analysis-simplify-complex-data-relationships,"16,357",[]
174,Regulatory Compliance,University of Pennsylvania,Specialization,3 - 6 Months,4.8,2k,Intermediate,https://www.coursera.org/specializations/regulatory-compliance,"25,417","['Risk Management', 'Business Strategy', 'Compliance', 'Human Resources Management', 'Risk Management', 'Brand Management', 'Strategic Planning', 'Compliance', 'Management', 'Strategic Planning', 'Compliance', 'Organizational Behavior', 'Information Privacy', 'Risk Management', 'Data Management', 'Privacy Compliance', 'Risk Management', 'Operations Management', 'Corruption', 'Strategic Planning']"
194,Reinforcement Learning,University of Alberta,Specialization,3 - 6 Months,4.7,3.3k,Intermediate,https://www.coursera.org/specializations/reinforcement-learning,"47,512","['Machine Learning', 'Algorithms', 'Machine Learning Algorithms', 'Python Programming', 'Artificial Neural Networks', 'Statistical Programming', 'Artificial Intelligence (AI)', 'Machine Learning', 'Reinforcement Learning', 'Function Approximation', 'Intelligent Systems', 'Artificial Intelligence (AI)', 'Machine Learning', 'Reinforcement Learning', 'Function Approximation', 'Intelligent Systems', 'Artificial Intelligence (AI)', 'Machine Learning', 'Reinforcement Learning', 'Function Approximation', 'Intelligent Systems', 'Artificial Intelligence (AI)', 'Machine Learning', 'Reinforcement Learning', 'Function Approximation', 'Intelligent Systems']"
514,Removing Barriers to Change,University of Pennsylvania,Course,1 - 4 Weeks,4.9,369,Beginner,https://www.coursera.org/learn/removing-barriers-to-change,"21,644","['Change Management', 'Leadership and Management', 'Critical Thinking', 'Influencing', 'Marketing']"
355,Renewable Energy,University of Colorado Boulder,Specialization,3 - 6 Months,4.8,688,Beginner,https://www.coursera.org/specializations/renewable-energy,"9,705","['Renewable Energy', 'Energy storage', 'Solar Energy', 'Wind Energy', 'Renewable Energy Techologies', 'Electricity systems', 'Wind Power', 'Renewable Energy', 'Solar Energy', 'Sustainable Energy', 'Renewable Energy', 'Project Execution', 'Project Operations', 'Project Feasibility', 'Project Management', 'Renewable Energy', 'Energy storage', 'Hydrogen', 'Electric Vehicles', 'Climate Change']"
704,Reporting extra-financier et stratégie RSE,ESSEC Business School,Course,1 - 4 Weeks,4.7,367,Beginner,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse,"13,843",[]
202,Risk Management,New York Institute of Finance,Specialization,3 - 6 Months,4.6,627,Beginner,https://www.coursera.org/specializations/risk-management,"14,926","['Risk Management', 'Financial Risk', 'Leadership and Financial Risk Estimation and Management', 'Regulations', 'Credit Analysis', 'Financial Analysis', 'credit risk', 'Market Risk Management', 'Financial Risk Modeling', 'Designing a Stress Test', 'Understand Operational Risk Key Risk Indicators (KRIs)', 'Understand Operational Risk Scenario Analysis', 'Calculate Operational Risk Capital']"
304,Robotic Process Automation (RPA),UiPath,Specialization,3 - 6 Months,4.7,312,Beginner,https://www.coursera.org/specializations/roboticprocessautomation,"4,281","['Asset', 'UiPath Orchestrator', 'Orchestrator user interface', 'Queues', 'Uipath', 'Studio', 'Automation', 'Workflow', 'rpa', 'Data Manipulation', 'Uipath', 'List', 'Dictionary', 'rpa', 'Error Handling Approach & Activities', 'Control Flow Activities', 'Loops in Studio', 'Sequences', 'Flowcharts and Decision Making', 'Screen Scraping', 'email automation', 'Data Scraping', 'Workbook Automation', 'Excel Automation', 'Input Actions Automation', 'Selectors', 'Recording in Studio', 'User Interface Automation', 'rpa']"
324,Robotics,University of Pennsylvania,Specialization,3 - 6 Months,4.4,3.9k,Beginner,https://www.coursera.org/specializations/robotics,"50,634","['Mathematics', 'Computer Vision', 'Linear Algebra', 'Problem Solving', 'Planning', 'Computer Programming', 'Algorithms', 'Theoretical Computer Science', 'Motion Planning', 'Robotics', 'Quadcoper', 'Matlab', 'Python Programming', 'Robotics', 'Raspberry Pi', 'Matlab', 'Particle Filter', 'Estimation', 'Mapping', 'Computer Vision', 'Estimation', 'Random Sample Consensus (Ransac)', 'Geometry', 'Motion Planning', 'Automated Planning And Scheduling', 'A* Search Algorithm', 'Matlab', 'Serial Line Internet Protocol (SLIP)', 'Robotics', 'Robot', 'Matlab']"
732,Réussir le Changement,ESSEC Business School,Course,1 - 3 Months,4.5,1.9k,Mixed,https://www.coursera.org/learn/reussir-le-changement,"48,342","['Change Management', 'Communication', 'Management', 'Communications Management']"
584,SAP Professional Fundamentals,SAP,Course,1 - 3 Months,4.7,330,Beginner,https://www.coursera.org/learn/sap-professional-fundamentals,"38,840",[]
90,SAP Technology Consultant,SAP,Professional Certificate,3 - 6 Months,4.7,446,Beginner,https://www.coursera.org/professional-certificates/sap-technology-consultant,"26,621","['Client engagement and communication', 'How to launch and develop your SAP career', 'Business and process analysis', 'Solution design and implementation', 'Understanding the SAP world and solutions', 'LinkedIn SAP Community', 'Learning.sap.com', 'SAP Career Trends', 'Routes into SAP', 'SAP Partner Roles', 'Customer analysis', 'Business Strategy and Technology Integration', 'Business Transformation', 'Explore Design Build', 'SAP Implementation Lifecycle', 'Digital transformation', 'Intelligent Enterprise', 'SAP Platform', 'Business Analysis', 'Business Process Design', 'Solution Design', 'Project Planning and Management', 'Communication', 'Requirements Elicitation', 'Gap Analysis', 'Managing Workshops', 'Business Strategic Assessment', 'Customer Readiness', 'Customer Engagement and Exploration', 'Solution Proposal and Communication', 'Client Research and Analysis', 'Business Transformation', 'Planning and Project Management', 'Communication and Engagement', 'Systems and Design Thinking', 'deployment', 'QA and Testing', 'Systems Building', 'Best Practice', 'Go-Live']"
666,SAS Advanced Programmer,SAS,Professional Certificate,3 - 6 Months,4.8,343,Intermediate,https://www.coursera.org/professional-certificates/sas-advanced-programmer,"7,192","['Statistical Programming', 'SQL', 'Databases', 'Computer Programming', 'Data Analysis', 'Data Management']"
291,SAS Programmer,SAS,Professional Certificate,3 - 6 Months,4.8,3.2k,Beginner,https://www.coursera.org/professional-certificates/sas-programming,"32,124","['SAS Studio', 'Import Data', 'Reports', 'Prepare Data', 'SAS Programs']"
344,SQL for Data Science,"University of California, Davis",Course,1 - 4 Weeks,4.6,15.6k,Beginner,https://www.coursera.org/learn/sql-for-data-science,"559,765","['Data Science', 'Data Analysis', 'Sqlite', 'SQL']"
973,Sales Operations/Management,West Virginia University,Specialization,3 - 6 Months,4.5,337,Beginner,https://www.coursera.org/specializations/sales-operations,"12,483",[]
626,Sales Training for High Performing Teams,HubSpot Academy,Specialization,1 - 3 Months,4.7,949,Beginner,https://www.coursera.org/specializations/sales-training-high-performing-teams,"13,083","['Sales Strategy', 'Sales', 'Communication', 'Inbound Sales', 'Sales Strategy', 'Negotiation', 'Customer', 'Planning', 'Training', 'Sales', 'Inspection', 'Market (Economics)']"
794,Sales and CRM Overview,Salesforce,Course,1 - 4 Weeks,4.5,783,Beginner,https://www.coursera.org/learn/sales-and-crm-overview,"45,772",[]
379,Salesforce Sales Development Representative,Salesforce,Professional Certificate,3 - 6 Months,4.5,390,Beginner,https://www.coursera.org/professional-certificates/sales-development-representative,"31,454","['Leadership and Management', 'Sales', 'Communication', 'Sales Development', 'cold emailing', 'Sales', 'objection handling', 'Cold Calling', 'Prospecting', 'video prospecting', 'Sales Development', 'sales engagement', 'Customer Relationship Management Software', 'Sales', 'Sales Development', 'teamwork', 'Time management', 'empathy', 'Proactivity', 'Creative Problem Solving', 'Coachability', 'Communication', 'Personal Advertisement', 'Audience', 'interviewing', 'Personal Branding', 'Resume writing']"
178,Salesforce Sales Operations,Salesforce,Professional Certificate,3 - 6 Months,4.6,1k,Beginner,https://www.coursera.org/professional-certificates/salesforce-sales-operations,"37,577","['CRM', 'Sales Operations', 'Salesforce Lightning', 'Sales', 'Salesforce', 'CRM', 'Sales Operations', 'Sales', 'Salesforce Sales Cloud', 'Salesforce', 'Lead Management', 'CRM', 'Sales Operations', 'Salesforce Lightning', 'Salesforce', 'CRM', 'Opportunity Management', 'Sales Operations', 'Salesforce Lightning', 'Salesforce', 'Reports and Dashboards', 'CRM', 'Sales Operations', 'Customer Success', 'Salesforce']"
632,Satisfaction Guaranteed: Develop Customer Loyalty Online,Google,Course,1 - 4 Weeks,4.8,1.9k,Beginner,https://www.coursera.org/learn/satisfaction-guaranteed,"67,685",[]
831,Schizophrenia,Wesleyan University,Course,1 - 3 Months,4.8,2.1k,Intermediate,https://www.coursera.org/learn/schizophrenia,"72,452",[]
399,School Health for Children and Adolescents,University of Colorado System,Specialization,3 - 6 Months,4.8,2.6k,Beginner,https://www.coursera.org/specializations/school-health-for-children-and-adolescents,"18,858","['Behavioral Health', 'School Health', 'Learning Disabilities', 'Medical Conditions', 'Nutrition']"
959,Science of Diet and Exercise,National Academy of Sports Medicine,Specialization,1 - 4 Weeks,4.6,30,Intermediate,https://www.coursera.org/specializations/nasm-science-of-diet-and-exercise,"1,740","['Dietary Interventions', 'Diet Types', 'Weight Management', 'Dietary Fat Intake Guidelines', 'Diet and Exercise Alignment', 'Nutrition Coaching', 'Nutrition Science', 'Energy Intake and Expenditure', 'Metabolic Equivalent of Task (MET) Measurement', 'Heathy Eating', 'Metabolic Process', 'Strategies for Increasing Metabolic Rates', 'Caloric Expenditure Calculation / Estimation', 'Nutrition Coaching', 'Metabolic Equivalent of Task (MET) Measurement', 'Fat Types', 'Fat Metabolism', 'Nutrition Coaching', 'Healthy Fat Sources', 'Fat Intake Guidelines', 'Dietary Interventions', 'Macronutrient Compositions', 'Diet and Exercise Alignment', 'Nutrition Coaching', 'Energy Systems Principles']"
610,Science of Exercise,University of Colorado Boulder,Course,1 - 4 Weeks,4.8,4.4k,Beginner,https://www.coursera.org/learn/science-exercise,"329,587",[]
197,Scrum Master,SkillUp EdTech,Specialization,3 - 6 Months,4.6,52,Beginner,https://www.coursera.org/specializations/skillup-edtech-scrummaster,,"['Scrum Master', 'User Story', 'Product Backlog', 'Sprints', 'Kanban', 'Scrum Master', 'Agile Management', 'Scrum (Software Development)', 'Servant Leadership', 'Kanban', 'Scrum Master', 'User Story', 'Product Roadmap', 'Sprint backlog', 'Kanban Board', 'Scrum Master', 'Scrum Alliance', 'CSM', 'Certification', 'agile']"
199,Scrum Master Certification,LearnQuest,Specialization,3 - 6 Months,4.7,2.4k,Beginner,https://www.coursera.org/specializations/learnquest-certified-scrum-master,"51,668","['Project Management', 'Software Engineering', 'Leadership and Management', 'Software Testing', 'DevOps', 'Planning']"
153,Search Engine Optimization (SEO),"University of California, Davis",Specialization,3 - 6 Months,4.6,12k,Beginner,https://www.coursera.org/specializations/seo,"160,096","['Search Algorithm', 'Search Engine Optimization (SEO)', 'Mathematical Optimization', 'Semantics', 'Social Media', 'Keyword Research', 'Marketing', 'Mathematical Optimization', 'Social Media Marketing', 'Social Media', 'Content Marketing', 'Mathematical Optimization', 'Keyword Research', 'Marketing', 'Content Marketing', 'Mathematical Optimization']"
846,Secure Coding Practices,"University of California, Davis",Specialization,3 - 6 Months,4.5,539,Intermediate,https://www.coursera.org/specializations/secure-coding-practices,"10,323","['Cryptography', 'Authentication Methods', 'secure programming', 'Identifying vulernabilities', 'C/C++ Programming', 'Java', 'secure programming', 'Java Programming', 'security']"
160,Security Analyst Fundamentals,IBM,Specialization,3 - 6 Months,4.7,3.6k,Beginner,https://www.coursera.org/specializations/security-analyst-fundamentals,"9,784","['scripting', 'forensics', 'Penetration Test', 'Cybersecurity', 'Computer Security Incident Management', 'Application Security', 'threat intelligence', 'network defensive tactics', 'security analyst', 'Cybersecurity', 'security analyst', 'Cybersecurity', 'cyber attack', 'Computer Security Incident Management', 'Breach (Security Exploit)']"
